cluster_id,cluster_probability,title,group,voted_up,playtime_at_review_hours,analysis_text
0,1.0,In Stars And Time,core,True,53.983333333333334,jogo filho da puta me fazendo chorar que nem otario
0,1.0,In Stars And Time,core,True,19.5,"Puta merda esse jogo é bom, compre, vale a pena"
0,1.0,Small Saga,core,True,11.45,la mierda menos rejugable que existe
0,1.0,Ikenfell,core,True,4.516666666666667,Un muy buen juego - acuérdense de usar las opciones de accesibilidad si se les hace muy difícil.
0,1.0,Long Gone Days,core,False,6.833333333333333,"la historia esta decente pero el combate es horrible, vean un gameplay en YT y ahorrense la plata"
0,1.0,OneShot,positioning,True,15.333333333333334,"Acho que o conceito de ser um jogo que quebra a quarta parede, e o Niko interagir com o jogador, me fez amar isso, e me fez ficar mais conectado ao Niko, e me fez me importar com ele como se realmente fosse uma pessoa. É o conceito de ser ""evoluído"", de você dar importância para algo mesmo que não seja real, ao ponto de isso se tornar real de verdade. Foi tão lindo, o mais lindo que eu vi em todos os jogos que eu já joguei, OneShot realmente mudou como eu vejo jogos. É incrível que esse jogo tenha 9 horas de gameplay, espero que todos possam ter essa experiência que eu tive, e realmente se conectar com esse jogo como eu fiquei, e que possam ver que jogos são muito mais do que apenas jogos, também podem ser ensinamentos."" ""Prometo... Nunca me esquecerei de você, EoBad"" ""Então... cuide-se bem, ta?"" ""Adeus, EoBad"""
0,1.0,OneShot,positioning,True,9.283333333333333,es umo fe mijuegls dvofgiso ño judhl esde que ydngl memoria havenuko s cjnto ños plr hl del 2p18 en el ue efnkna mañan gfnquiñ
0,1.0,OneShot,positioning,True,10.416666666666666,"Cara, ainda não acredito que um jogo pixelado me fez chorar e ficar de luto. Primeiramente quero agradecer ao Goularte por me mostrar esse jogo em 2025, quero parabenizar todos os envolvidos nessa obra prima também, esse jogo é o meu jogo favorito, o jogo que eu levarei para o resto da minha vida, é um jogo que eu não queria zerar, queria jogar ele sem parar, todos os dias o dia todo, esse é um jogo que eu quero platinar e pegar todas as conquistas, esse jogo me mudou como pessoa, meu apelido, meus gostos, tudo. Sou muito grato aos criadores."
1,1.0,ELDEN RING,benchmark,True,122.98333333333333,i am malenia blade of miquella and i have never known defeat i am malenia blade of miquella and i have never known defeat i am malenia blade of miquella and i have never known defeat
1,1.0,Katana ZERO,contrast,True,4.566666666666666,"Short, fun, and really hard at times- Katana Zero is a fun arcade like action game that I'm glad I took a chance on. Its narrative is also really good too. Luckily, there's going to be more of this game when its free DLC ""eventually"" comes out.... any day now."
1,1.0,Katana ZERO,contrast,True,1.65,if there are zero katanas why does he have one?
